,type,company,title,salary,location,date,year
4732,DE,AMAZON WEB SERVICES INC,DATA ENGINEER II,145000.0,"SEATTLE, WA",2015-08-13,2015
4761,DE,AMAZON WEB SERVICES INC,DATA ENGINEER III,89700.0,"SEATTLE, WA",2015-01-14,2015
4798,DE,AMAZON WEB SERVICES INC,DATA ENGINEER III,125600.0,"SEATTLE, WA",2015-12-10,2015
5054,DE,AMAZON WEB SERVICES INC,DATA ENGINEERING MANAGER III,109600.0,"SEATTLE, WA",2015-12-16,2015
1079,ML,AMAZON WEB SERVICES INC,RESEARCH SCIENTIST II,119100.0,"SEATTLE, WA",2015-12-10,2015
10464,DA,AMERICAN BANKERS INSURANCE GROUP INC,DATA ANALYTICS MANAGER - INTEGRATION,77000.0,"ATLANTA, GA",2015-07-07,2015
10463,DA,AMERICAN BANKERS LIFE ASSURANCE COMPANY OF FLORIDA,DATA ANALYTICS MANAGER - INTEGRATION,77000.0,"ATLANTA, GA",2015-07-01,2015
10465,DA,AMERICAN BANKERS LIFE ASSURANCE COMPANY OF FLORIDA,DATA ANALYTICS MANAGER - INTEGRATION,77000.0,"ATLANTA, GA",2015-07-21,2015
10466,DA,AMERICAN BANKERS LIFE ASSURANCE COMPANY OF FLORIDA,DATA ANALYTICS MANAGER - INTEGRATION,77000.0,"MIAMI, FL",2015-07-21,2015
3739,DS,AMERICAN EXPRESS COMPANY,DATA SCIENTIST,105000.0,"NEW YORK, NY",2015-10-27,2015
3767,DS,AMERICAN EXPRESS COMPANY,DATA SCIENTIST,105000.0,"NEW YORK, NY",2015-03-16,2015
1744,DE,AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY INC,DATA ENGINEER,110000.0,"PHOENIX, AZ",2015-12-04,2015
3768,DS,AMERICAN EXPRESS TRS CO INC,DATA SCIENTIST,105000.0,"NEW YORK, NY",2015-03-16,2015
10730,DA,AMERICAN FAMILY MUTUAL INSURANCE,DATA ANALYSIS SPECIALIST,62000.0,"MADISON, WI",2015-03-17,2015
793,DA,AMERICAN HEALTHWAYS SERVICES LLC,DATA ANALYST,50000.0,"CHANDLER, AZ",2015-03-12,2015
2621,DA,AMERICAN INFOSYS INC,DATA ANALYST,65000.0,"RICHARDSON, TX",2015-12-04,2015
845,DA,AMERICAN INSTITUTES FOR RESEARCH,DATA ANALYST,51376.0,"WASHINGTON, DC",2015-05-12,2015
8290,DA,AMERICAN INSTITUTES FOR RESEARCH,DATA ANALYST I,48381.0,"TALLAHASSEE, FL",2015-10-22,2015
8294,DA,AMERICAN INSTITUTES FOR RESEARCH,DATA ANALYST I,51376.0,"WASHINGTON, DC",2015-06-05,2015
8408,DA,AMERICAN INSTITUTES FOR RESEARCH,DATA ANALYST II,71490.0,"WASHINGTON, DC",2015-10-28,2015
10451,DA,AMERICAN INTERNATIONAL GROUP INC,DATA ANALYTICS MANAGER,135000.0,"NEW YORK, NY",2015-01-06,2015
1063,DS,AMERICAN SAVINGS BANK FSB,DATA SCIENTIST,75000.0,"HONOLULU, HI",2015-02-04,2015
2412,DA,AMERICAN TECHNOLOGY CONSULTING LLC,DATA ANALYST,64646.0,"BOSTON, MA",2015-05-25,2015
2704,DA,AMERICAN UNIT INC,DATA ANALYST,65000.0,"PHOENIX, AZ",2015-02-25,2015
2713,DA,AMERICAN UNIT INC,DATA ANALYST,65000.0,"PHOENIX, AZ",2015-03-04,2015
1128,DA,AMES IT AND NUMERIC SOLUTIONS LLC,DATA ANALYST,56000.0,"AMES, IA",2015-03-13,2015
2272,DA,AMICUS SYSTEMS INC,DATA ANALYST,63100.0,"JACKSON, MS",2015-03-23,2015
2273,DA,AMICUS SYSTEMS INC,DATA ANALYST,63100.0,"JACKSON, MS",2015-03-23,2015
2274,DA,AMICUS SYSTEMS INC,DATA ANALYST,63100.0,"FOREST HILLS, NY",2015-03-24,2015
8808,DA,AMICUS SYSTEMS INC,SENIOR DATA ANALYST,160000.0,"FOREST HILLS, NY",2015-03-06,2015
8809,DA,AMICUS SYSTEMS INC,SENIOR DATA ANALYST,160000.0,"FOREST HILLS, NY",2015-03-06,2015
8203,DA,AMPLIFY HEALTH INC,DATA ANALYST DATA SCIENTIST I,70000.0,"SAN FRANCISCO, CA",2015-03-02,2015
8204,DA,AMPLIFY-RENAISSANCE HEALTH INC,DATA ANALYST DATA SCIENTIST I,70000.0,"SAN FRANCISCO, CA",2015-03-26,2015
1766,DA,AMTEX SYSTEMS INC,DATA ANALYST,60000.0,"WILSONVILLE, OR",2015-03-10,2015
981,ML,ANALOG DEVICES INC,MACHINE LEARNING ENGINEER,94195.0,"CAMBRIDGE, MA",2015-03-20,2015
4797,DA,ANALYSTS INTERNATIONAL CORPORATION,DATA ANALYST,80000.0,"ATLANTA, GA",2015-12-09,2015
5553,DS,ANCESTRYCOM OPERATIONS INC,DATA SCIENTIST,125000.0,"SAN FRANCISCO, CA",2015-08-07,2015
6429,DS,ANCESTRYCOM OPERATIONS INC,DATA SCIENTIST,140000.0,"SAN FRANCISCO, CA",2015-09-17,2015
6431,DS,ANCESTRYCOM OPERATIONS INC,DATA SCIENTIST,140000.0,"SAN FRANCISCO, CA",2015-09-21,2015
6432,DS,ANCESTRYCOM OPERATIONS INC,DATA SCIENTIST,140000.0,"SAN FRANCISCO, CA",2015-09-21,2015
343,DS,ANTHEM INC,DATA SCIENTIST,60466.0,"CHICAGO, IL",2015-11-24,2015
1871,DA,ANTRA INC,DATA ANALYST,60000.0,"RICHMOND, VA",2015-07-28,2015
4263,DS,ANTUIT INC,DATA SCIENTIST,110000.0,"NEW YORK, NY",2015-05-08,2015
4264,DS,ANTUIT INC,DATA SCIENTIST,110000.0,"NEW YORK, NY",2015-05-08,2015
15,ML,AOL ADVERTISING INC,APPLIED SCIENTIST,114358.0,"SUNNYVALE, CA",2015-07-06,2015
762,DS,AOL INC,DATA SCIENTIST,70096.0,"DULLES, VA",2015-02-12,2015
2375,DA,AOL INC,DATA ANALYST,64085.0,"DULLES, VA",2015-03-06,2015
9195,DA,AOL INC,SENIOR DATA ANALYST,78000.0,"DULLES, VA",2015-04-23,2015
9196,DA,AOL INC,SENIOR DATA ANALYST,78000.0,"DULLES, VA",2015-04-28,2015
2426,DS,APIGEE CORPORATION,DATA SCIENTIST,91000.0,"SAN JOSE, CA",2015-03-10,2015
8198,DS,APIXIO INC,SENIOR DATA SCIENTIST,140000.0,"SAN MATEO, CA",2015-08-06,2015
9649,DA,APOLLO EDUCATION GROUP INC,SENIOR DATA ANALYST,92000.0,"PHOENIX, AZ",2015-03-13,2015
1504,ML,APPLE INC,MACHINE LEARNING EXPERT,140000.0,"CUPERTINO, CA",2015-10-09,2015
1533,ML,APPLE INC,MACHINE LEARNING MGR,150405.0,"CUPERTINO, CA",2015-09-24,2015
5205,DS,APPLE INC,DATA SCIENTIST,120000.0,"CUPERTINO, CA",2015-05-07,2015
6624,DS,APPLE INC,DATA SCIENTIST,145000.0,"CUPERTINO, CA",2015-10-30,2015
6629,DS,APPLE INC,DATA SCIENTIST,145000.0,"CUPERTINO, CA",2015-04-07,2015
10305,DS,APPLE INC,DATA SCIENCE ENGINEER,87000.0,"AUSTIN, TX",2015-11-09,2015
2715,DA,APPLE INC,DATA ANALYST,65000.0,"CUPERTINO, CA",2015-03-05,2015
4187,DA,APPLE INC,DATA ANALYST,75000.0,"CUPERTINO, CA",2015-11-25,2015
4221,DA,APPLE INC,DATA ANALYST,75000.0,"AUSTIN, TX",2015-07-20,2015
7977,DA,APPLE INC,DATA ANALYST 4,93475.0,"CUPERTINO, CA",2015-05-14,2015
8232,DA,APPLE INC,DATA ANALYST DEVELOPER,110000.0,"CUPERTINO, CA",2015-03-17,2015
2096,DE,APPLE INC,DATA ENGINEER,120000.0,"CUPERTINO, CA",2015-07-01,2015
3468,DE,APPLE INC,SENIOR DATA ENGINEER,135000.0,"CUPERTINO, CA",2015-03-05,2015
1032,ML,APPLE INC,RESEARCH SCIENTIST ENGR 3,103189.0,"CUPERTINO, CA",2015-05-05,2015
3968,DS,APPLOVIN CORPORATION,DATA SCIENTIST,108597.0,"PALO ALTO, CA",2015-02-10,2015
3969,DS,APPLOVIN CORPORATION,DATA SCIENTIST,108597.0,"PALO ALTO, CA",2015-02-11,2015
3970,DS,APPLOVIN CORPORATION,DATA SCIENTIST,108597.0,"PALO ALTO, CA",2015-02-27,2015
3916,DS,APPNEXUS INC,DATA SCIENTIST,107750.0,"NEW YORK, NY",2015-04-03,2015
4868,DS,APPNEXUS INC,DATA SCIENTIST,118000.0,"NEW YORK, NY",2015-02-03,2015
6136,DS,APPNEXUS INC,DATA SCIENTIST,135000.0,"NEW YORK CITY, NY",2015-03-04,2015
2744,DA,APPSOFT SOLUTIONS INC,DATA ANALYST,65000.0,"MOORESVILLE, NC",2015-03-24,2015
3945,DA,APPSOFT SOLUTIONS INC,DATA ANALYST,74200.0,"LAKE FOREST, IL",2015-03-25,2015
4215,DA,APPSOFT SOLUTIONS INC,DATA ANALYST,75000.0,"ROCKVILLE, MD",2015-03-24,2015
2523,DA,ARKSTEK INC,DATA ANALYST,65000.0,"OMAHA, NE",2015-06-04,2015
2749,DA,ARKSTEK INC,DATA ANALYST,65000.0,"OMAHA, NE",2015-06-04,2015
3677,DA,ASTA CRS INC,DATA ANALYST,72000.0,"WASHINGTON, DC",2015-08-05,2015
10376,DA,ASTRON CONSULTING LLC,DATA ANALYTICS ENGINEER,110000.0,"MORRISVILLE, NC",2015-12-23,2015
5459,DA,AT&T SERVICES INC,DATA ANALYST,89578.0,"NEW YORK, NY",2015-04-14,2015
9201,DS,ATLASSIAN INC,DATA SCIENTIST GROWTH HACKER,108800.0,"SAN FRANCISCO, CA",2015-03-20,2015
7716,DS,ATOS IT SOLUTIONS AND SERVICES INC,SENIOR DATA SCIENTIST,110000.0,"MASON, OH",2015-05-12,2015
1968,DA,ATRI SOFTECH INC,DATA ANALYST,61000.0,"DALLAS, TX",2015-10-03,2015
1969,DA,ATRI SOFTECH INC,DATA ANALYST,61000.0,"DALLAS, TX",2015-10-03,2015
4727,DS,AUDIBLE INC,DATA SCIENTIST,115000.0,"NEWARK, NJ",2015-03-13,2015
4729,DS,AUDIBLE INC,DATA SCIENTIST,115000.0,"NEWARK, NJ",2015-03-16,2015
5207,DS,AUDIBLE INC,DATA SCIENTIST,120000.0,"NEWARK, NJ",2015-05-07,2015
6141,DS,AUDIBLE INC,DATA SCIENTIST,135000.0,"NEWARK, NJ",2015-05-15,2015
5092,DA,AUDIBLE INC,DATA ANALYST,84000.0,"NEWARK, NJ",2015-04-09,2015
1953,DS,AUDIENCE MEDIA LLC,DATA SCIENTIST,87277.0,"PASADENA, CA",2015-03-05,2015
6255,DS,AUTODESK INC,DATA SCIENTIST,138486.0,"SAN FRANCISCO, CA",2015-08-07,2015
3266,DE,AUTODESK INC,SENIOR DATA ENGINEER,118082.0,"SAN RAFAEL, CA",2015-09-22,2015
560,ML,AUTODESK INC,RESEARCH SCIENTIST ASSOCIATE,67200.0,"BROOKLYN, NY",2015-03-17,2015
561,ML,AUTODESK INC,RESEARCH SCIENTIST ASSOCIATE,78700.0,"BROOKLYN, NY",2015-03-02,2015
1394,DS,AUTOMOTIVEMASTERMIND LLC,DATA SCIENTIST,80000.0,"NEW YORK, NY",2015-03-17,2015
9626,DA,AUTOTRADERCOM INC,SENIOR DATA ANALYST,91499.0,"ATLANTA, GA",2015-05-14,2015
9794,DA,AUTOTRADERCOM INC,SENIOR DATA ANALYST,100422.0,"ATLANTA, GA",2015-12-16,2015
4174,DA,AVCO CONSULTING INC,DATA ANALYST,75000.0,"WORCESTER, MA",2015-10-16,2015
4220,DA,AVCO CONSULTING INC,DATA ANALYST,75000.0,"WORCESTER, MA",2015-07-09,2015
8710,DA,AVCO CONSULTING INC,DATA ANALYST SOFTWARE ENGINEER,88088.0,"WORCESTER, MA",2015-07-29,2015
8482,DS,AVISO INC,SENIOR DATA SCIENTIST,165000.0,"PALO ALTO, CA",2015-03-02,2015
8483,DS,AVISO INC,SENIOR DATA SCIENTIST,165000.0,"MENLO PARK, CA",2015-09-08,2015
10088,DA,AVISO INC,SENIOR DATA ANALYST,165000.0,"PALO ALTO, CA",2015-03-02,2015
1815,DA,AVTECH TECHNOLOGY INC,DATA ANALYST,60000.0,"SOUTH PLAINFIELD, NJ",2015-03-20,2015
2852,DS,AVVO INC,DATA SCIENTIST,95000.0,"SEATTLE, WA",2015-03-27,2015
586,DA,AWHERE INC,DATA ANALYST,35984.0,"BROOMFIELD, CO",2015-03-11,2015
5201,DS,AXON VIBE INC,DATA SCIENTIST,120000.0,"NEW YORK, NY",2015-03-12,2015
9199,DS,AYASDI INC,DATA SCIENTIST FINANCIAL SERVICES,140000.0,"NEW YORK, NY",2015-10-07,2015
5936,DA,BACKOFFICE ASSOCIATES LLC,DATA ANALYST,95000.0,"SOUTH HARWICH, MA",2015-08-05,2015
1336,ML,BAIDU USA LLC,MACHINE LEARNING ENGINEER,150000.0,"SUNNYVALE, CA",2015-08-07,2015
7321,DS,BAIDU USA LLC,DATA SCIENTIST,205000.0,"SUNNYVALE, CA",2015-03-09,2015
8673,DS,BAIDU USA LLC,DATA SCIENTIST - BIG DATA,142500.0,"SUNNYVALE, CA",2015-02-19,2015
8674,DS,BAIDU USA LLC,DATA SCIENTIST - BIG DATA,142500.0,"SUNNYVALE, CA",2015-09-08,2015
2538,DE,BANJO INC,DATA ENGINEER,140000.0,"REDWOOD CITY, CA",2015-07-08,2015
6138,DA,BANK OF THE WEST,DATA ANALYST,100000.0,"SAN FRANCISCO, CA",2015-09-14,2015
10144,DA,BANK OF THE WEST,DATA ANALYTICS ANALYST II,80000.0,"SAN RAMON, CA",2015-03-25,2015
10446,DA,BANK OF THE WEST,DATA ANALYTICS MANAGER,130000.0,"SAN RAMON, CA",2015-06-22,2015
2030,DA,BAYAMP TECHNOLOGIES,DATA ANALYST,61526.0,"MILIPITAS, CA",2015-03-20,2015
2031,DA,BAYAMP TECHNOLOGIES,DATA ANALYST,61526.0,"MILIPITAS, CA",2015-03-20,2015
1,ML,BAYSPEC INC,APPLIED SCIENTIST,85467.0,"SAN JOSE, CA",2015-04-23,2015
1816,DS,BAZAARVOICE INC,DATA SCIENTIST,85000.0,"AUSTIN, TX",2015-04-14,2015
8369,DA,BEACON HEALTH OPTIONS INC,DATA ANALYST II,62000.0,"ROCKY HILL, CT",2015-12-22,2015
4829,DA,BEEPI INC,DATA ANALYST,80000.0,"LOS ALTOS, CA",2015-03-10,2015
4831,DA,BEEPI INC,DATA ANALYST,80000.0,"LOS ALTOS, CA",2015-03-20,2015
2700,DE,BEEPI INC,DATA ENGINEER,152000.0,"LOS ALTOS, CA",2015-12-18,2015
993,ML,BEEPI INC,RESEARCH SCIENTIST,152000.0,"LOS ALTOS, CA",2015-12-21,2015
1811,DS,BEHAVIORMATRIX LLC,DATA SCIENTIST,85000.0,"BLUE BELL, PA",2015-03-11,2015
1513,DA,BELL INFO SOLUTIONS LLC,DATA ANALYST,60000.0,"HENDERSON, NV",2015-09-30,2015
1517,DA,BELL INFO SOLUTIONS LLC,DATA ANALYST,60000.0,"WINDSOR MILL, MD",2015-12-07,2015
1707,DA,BELL INFO SOLUTIONS LLC,DATA ANALYST,60000.0,"FRISCO, TX",2015-02-04,2015
1724,DA,BELL INFO SOLUTIONS LLC,DATA ANALYST,60000.0,"ROLLING MEADOWS, IL",2015-02-16,2015
1725,DA,BELL INFO SOLUTIONS LLC,DATA ANALYST,60000.0,"ROLLING MEADOWS, IL",2015-02-16,2015
1726,DA,BELL INFO SOLUTIONS LLC,DATA ANALYST,60000.0,"PLANO, TX",2015-02-16,2015
1728,DA,BELL INFO SOLUTIONS LLC,DATA ANALYST,60000.0,"PLANO, TX",2015-02-16,2015
1729,DA,BELL INFO SOLUTIONS LLC,DATA ANALYST,60000.0,"CARY, NC",2015-02-16,2015
1730,DA,BELL INFO SOLUTIONS LLC,DATA ANALYST,60000.0,"PLANO, TX",2015-02-16,2015
1732,DA,BELL INFO SOLUTIONS LLC,DATA ANALYST,60000.0,"ROLLING MEADOWS, IL",2015-02-16,2015
1733,DA,BELL INFO SOLUTIONS LLC,DATA ANALYST,60000.0,"ROLLING MEADOWS, IL",2015-02-16,2015
1734,DA,BELL INFO SOLUTIONS LLC,DATA ANALYST,60000.0,"PLANO, TX",2015-02-16,2015
1735,DA,BELL INFO SOLUTIONS LLC,DATA ANALYST,60000.0,"HENRICO, VA",2015-02-16,2015
1736,DA,BELL INFO SOLUTIONS LLC,DATA ANALYST,60000.0,"PLANO, TX",2015-02-16,2015
1737,DA,BELL INFO SOLUTIONS LLC,DATA ANALYST,60000.0,"FORT WASHINGTON, PA",2015-02-16,2015
1751,DA,BELL INFO SOLUTIONS LLC,DATA ANALYST,60000.0,"RICHMOND, VA",2015-02-28,2015
1752,DA,BELL INFO SOLUTIONS LLC,DATA ANALYST,60000.0,"PLANO, TX",2015-02-28,2015
1754,DA,BELL INFO SOLUTIONS LLC,DATA ANALYST,60000.0,"RICHMOND, VA",2015-03-02,2015
1756,DA,BELL INFO SOLUTIONS LLC,DATA ANALYST,60000.0,"RICHMOND, VA",2015-03-02,2015
1771,DA,BELL INFO SOLUTIONS LLC,DATA ANALYST,60000.0,"RICHMOND, VA",2015-03-11,2015
1806,DA,BELL INFO SOLUTIONS LLC,DATA ANALYST,60000.0,"ELMHURST, IL",2015-03-18,2015
1858,DA,BELL INFO SOLUTIONS LLC,DATA ANALYST,60000.0,"FRISCO, TX",2015-06-30,2015
1876,DA,BELL INFO SOLUTIONS LLC,DATA ANALYST,60000.0,"SAINT PETERSBURG, FL",2015-08-07,2015
2046,DA,BELL INFO SOLUTIONS LLC,DATA ANALYST,61900.0,"SACRAMENTO, CA",2015-02-16,2015
2047,DA,BELL INFO SOLUTIONS LLC,DATA ANALYST,61900.0,"SACRAMENTO, CA",2015-03-11,2015
2185,DA,BELL INFO SOLUTIONS LLC,DATA ANALYST,62500.0,"NEWARK, NJ",2015-08-07,2015
3011,DA,BELL INFO SOLUTIONS LLC,DATA ANALYST,67700.0,"STERLING, VA",2015-01-15,2015
3013,DA,BELL INFO SOLUTIONS LLC,DATA ANALYST,67700.0,"MCLEAN, VA",2015-03-02,2015
3014,DA,BELL INFO SOLUTIONS LLC,DATA ANALYST,67700.0,"STERLING, VA",2015-03-12,2015
3015,DA,BELL INFO SOLUTIONS LLC,DATA ANALYST,67700.0,"STERLING, VA",2015-03-12,2015
3016,DA,BELL INFO SOLUTIONS LLC,DATA ANALYST,67700.0,"STERLING, VA",2015-03-12,2015
3017,DA,BELL INFO SOLUTIONS LLC,DATA ANALYST,67700.0,"STERLING, VA",2015-03-12,2015
3018,DA,BELL INFO SOLUTIONS LLC,DATA ANALYST,67700.0,"STERLING, VA",2015-03-12,2015
3460,DA,BELL INFO SOLUTIONS LLC,DATA ANALYST,70000.0,"FRISCO, TX",2015-08-04,2015
3463,DA,BELL INFO SOLUTIONS LLC,DATA ANALYST,70000.0,"DALLAS, TX",2015-08-13,2015
1857,DA,BELL INFO SOLUTIONSLLC,DATA ANALYST,60000.0,"FRISCO, TX",2015-06-22,2015
1867,DA,BELL INFO SOLUTIONSLLC,DATA ANALYST,60000.0,"SAINT PETERSBURG, FL",2015-07-20,2015
1870,DA,BELL INFO SOLUTIONSLLC,DATA ANALYST,60000.0,"DENVER, CO",2015-07-24,2015
786,DA,BENCHMARK EDUCATION COMPANY LLC,DATA ANALYST,50000.0,"NEW ROCHELLE, NY",2015-03-04,2015
185,DA,BENED SOFTWARE SERVICES INC,DATA ANALYST,62000.0,"WEST DES MOINES, IA",2015-02-17,2015
3003,DA,BERKLEY NET UNDERWRITERS LLC,DATA ANALYST,67621.0,"WOODBRIDGE, VA",2015-03-23,2015
654,DA,BETA SOFT SYSTEMS INC,DATA ANALYST,44616.0,"TULSA, OK",2015-03-24,2015
655,DA,BETA SOFT SYSTEMS INC,DATA ANALYST,44616.0,"OKLAHOMA CITY, OK",2015-03-25,2015
8822,DS,BILL ME LATER INC,DATA SCIENTIST 1,95000.0,"TIMONIUM, MD",2015-09-11,2015
8564,DS,BIRCHBOX INC,SENIOR DATA SCIENTIST,180000.0,"NEW YORK, NY",2015-02-02,2015
4660,DS,BITLY INC,DATA SCIENTIST,115000.0,"NEW YORK, NY",2015-11-16,2015
4256,DS,BLOOMBERG LP,DATA SCIENTIST,110000.0,"PRINCETON, NJ",2015-03-17,2015
1749,DA,BLOOMBERG LP,DATA ANALYST,60000.0,"PRINCETON, NJ",2015-03-10,2015
5093,DA,BLOOMBERG LP,DATA ANALYST,84000.0,"PRINCETON, NJ",2015-04-21,2015
3387,DS,BLUE APRON INC,DATA SCIENTIST,100000.0,"NEW YORK, NY",2015-09-03,2015
8081,DA,BLUE CROSS BLUE SHIELD OF MINNESOTA,DATA ANALYST ASSOC,55000.0,"EAGAN, MN",2015-03-02,2015
3884,DS,BLUE JEANS NETWORK INC,DATA SCIENTIST,107000.0,"MOUNTAIN VIEW, CA",2015-05-09,2015
6142,DS,BLUE JEANS NETWORK INC,DATA SCIENTIST,135000.0,"MOUNTAIN VIEW, CA",2015-05-19,2015
4726,DS,BLUESTAR TECHNOLOGY SOLUTIONS LLC,DATA SCIENTIST,115000.0,"NEW YORK, NY",2015-03-03,2015
9644,DA,BMT SCIENTIFIC MARINE SERVICES INC,SENIOR DATA ANALYST,91970.0,"ESCONDIDO, CA",2015-03-23,2015
9722,DA,BMT SCIENTIFIC MARINE SERVICES INC,SENIOR DATA ANALYST,97323.0,"ESCONDIDO, CA",2015-09-25,2015
8739,DA,BOAT AMERICA CORPORATION,DATA ANALYST STATISTICAL,50000.0,"ALEXANDRIA, VA",2015-03-06,2015
3467,DS,BOMBFELL INC,DATA SCIENTIST,101358.0,"NEW YORK, NY",2015-10-14,2015
3468,DS,BOMBFELL INC,DATA SCIENTIST,101358.0,"NEW YORK, NY",2015-10-16,2015
1945,DA,BONDEDGE SOLUTIONS LLC AN INTERACTIVE DATA COMPANY,DATA ANALYST,60840.0,"SANTA MONICA, CA",2015-03-17,2015
8121,DA,BONGOSYS INC,DATA ANALYST CLINICAL HEALTH,62400.0,"JACKSON HEIGHTS, NY",2015-03-24,2015
8122,DA,BONGOSYS INC,DATA ANALYST CLINICAL HEALTH,62400.0,"JACKSON HEIGHTS, NY",2015-03-26,2015
8123,DA,BONGOSYS INC,DATA ANALYST CLINICAL HEALTH,62400.0,"JACKSON HEIGHTS, NY",2015-03-27,2015
9780,DA,BOOMERANG COMMERCE INC,SENIOR DATA ANALYST,100000.0,"MOUNTAIN VIEW, CA",2015-10-22,2015
9785,DA,BOOMERANG COMMERCE INC,SENIOR DATA ANALYST,100000.0,"SUNNYVALE, CA",2015-04-06,2015
8557,DA,BRIDGEPOINT EDUCATION INC,DATA ANALYST III - INSTITUTIONAL RESEARCH,101700.0,"SAN DIEGO, CA",2015-02-02,2015
2138,DA,BRIDGETREE LLC,DATA ANALYST,62000.0,"MOORESVILLE, NC",2015-03-16,2015
1440,DE,BRIGHTTALK INC,DATA ENGINEER,100000.0,"SAN FRANCISCO, CA",2015-11-23,2015
4808,DA,BRILLIO LLC,DATA ANALYST,80000.0,"REDMOND, WA",2015-09-27,2015
1003,ML,BRISTOL-MYERS SQUIBB COMPANY,RESEARCH SCIENTIST I,81544.0,"PRINCETON, NJ",2015-05-06,2015
1004,ML,BRISTOL-MYERS SQUIBB COMPANY,RESEARCH SCIENTIST I,81544.0,"PRINCETON, NJ",2015-05-06,2015
1008,ML,BRISTOL-MYERS SQUIBB COMPANY,RESEARCH SCIENTIST I,95345.0,"HOPKINTON, NJ",2015-05-06,2015
1010,ML,BRISTOL-MYERS SQUIBB COMPANY,RESEARCH SCIENTIST II,88287.0,"PENNINGTON, NJ",2015-04-28,2015
1011,ML,BRISTOL-MYERS SQUIBB COMPANY,RESEARCH SCIENTIST II,91857.0,"WALLINGFORD, CT",2015-01-26,2015
1020,ML,BRISTOL-MYERS SQUIBB COMPANY,RESEARCH SCIENTIST II,108000.0,"PENNINGTON, NJ",2015-04-27,2015
3464,DA,BUSINESS INTELLI SOLUTIONS INC,DATA ANALYST,70000.0,"SAN JOSE, CA",2015-08-21,2015
814,DA,BUSINESS MANAGEMENT &TECHNOLOGY SOLUTIONS,DATA ANALYST,50669.0,"SOUTHFIELD, MI",2015-06-16,2015
4869,DS,BUXTON CONSULTING INC,DATA SCIENTIST,118000.0,"FOSTER CITY, CA",2015-06-18,2015
204,DS,BYO RECREATION INC,DATA SCIENTIST,50000.0,"ST.AUGUSTINE, FL",2015-02-24,2015
3374,DA,BYTE CONSULTING INC,DATA ANALYST,70000.0,"CHARLOTTE, NC",2015-12-31,2015
3375,DA,BYTE CONSULTING INC,DATA ANALYST,70000.0,"CHARLOTTE, NC",2015-12-31,2015
1514,DA,C-VISION INC,DATA ANALYST,60000.0,"TROY, MI",2015-11-18,2015
1515,DA,C-VISION INC,DATA ANALYST,60000.0,"AUBURN HILLS, MI",2015-12-02,2015
1746,DA,C-VISION INC,DATA ANALYST,60000.0,"TROY, MI",2015-02-27,2015
1748,DA,C-VISION INC,DATA ANALYST,60000.0,"TROY, MI",2015-02-27,2015
1755,DA,C-VISION INC,DATA ANALYST,60000.0,"TROY, MI",2015-03-02,2015
1768,DA,C-VISION INC,DATA ANALYST,60000.0,"TROY, MI",2015-03-10,2015
1803,DA,C-VISION INC,DATA ANALYST,60000.0,"TROY, MI",2015-03-17,2015
2786,DA,C-VISION INC,DATA ANALYST,65354.0,"DETROIT, MI",2015-09-02,2015
2787,DA,C-VISION INC,DATA ANALYST,65354.0,"DETROIT, MI",2015-09-04,2015
2788,DA,C-VISION INC,DATA ANALYST,65354.0,"DETROIT, MI",2015-09-04,2015
9572,DA,C1 CONSULTING LLC,SENIOR DATA ANALYST,90000.0,"SUMMIT, NJ",2015-04-07,2015
9573,DA,C1 CONSULTING LLC,SENIOR DATA ANALYST,90000.0,"SUMMIT, NJ",2015-04-07,2015
2845,DS,C3 INC,DATA SCIENTIST,95000.0,"REDWOOD CITY, CA",2015-03-02,2015
2357,DS,CA INC,DATA SCIENTIST,90000.0,"SAN DIEGO, CA",2015-03-06,2015
1484,DS,CAESARS ENTERPRISE SERVICES LLC,DATA SCIENTIST,81245.0,"LAS VEGAS, NV",2015-07-22,2015
112,DA,CALIFORNIA CREATIVE SOLUTIONS INC,DATA ANALYST,58280.0,"SAN LEANDRO, CA",2015-03-12,2015
127,DA,CALIFORNIA CREATIVE SOLUTIONS INC,DATA ANALYST,58960.0,"LOS ANGELES, CA",2015-03-12,2015
3372,DA,CALISE PARTNERSLLC,DATA ANALYST,70000.0,"DALLAS, TX",2015-11-11,2015
8347,DA,CAMBRIDGE PUBLIC HEALTH COMMISSION,DATA ANALYST II,51500.0,"CAMBRIDGE, MA",2015-04-14,2015
2793,DA,CANOPY ONE SOLUTIONS INC,DATA ANALYST,65500.0,"TAMPA, FL",2015-07-06,2015
1158,DA,CANVAS INFOTECH INC,DATA ANALYST,56971.0,"CAMINO RAMON, SAN RAMON,, CA",2015-01-12,2015
3020,DE,CANVAS INFOTECH INC,SENIOR DATA ENGINEER,93600.0,"SAN RAMON, CA",2015-06-05,2015
7358,DS,CAPELLA BIOSCIENCES INC,SENIOR DATA SCIENTIST,65998.0,"PALO ALTO, CA",2015-08-12,2015
3853,DS,CAPITAL ONE NATIONAL ASSOCIATION,DATA SCIENTIST,106600.0,"NEW YORK, NY",2015-07-31,2015
7391,DS,CAPITAL ONE NATIONAL ASSOCIATION,SENIOR DATA SCIENTIST,77700.0,"RICHMOND, VA",2015-10-29,2015
